target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
hospital admissions,CZ,2025-11-19,2025-11-16,0.01,1,quantile,18.345092538529
hospital admissions,CZ,2025-11-19,2025-11-16,0.025,1,quantile,24.2754560797862
hospital admissions,CZ,2025-11-19,2025-11-16,0.05,1,quantile,29.3952569433082
hospital admissions,CZ,2025-11-19,2025-11-16,0.1,1,quantile,33.73042595917
hospital admissions,CZ,2025-11-19,2025-11-16,0.15,1,quantile,38.226003214117
hospital admissions,CZ,2025-11-19,2025-11-16,0.2,1,quantile,41.3140649490855
hospital admissions,CZ,2025-11-19,2025-11-16,0.25,1,quantile,44.3672468941312
hospital admissions,CZ,2025-11-19,2025-11-16,0.3,1,quantile,47.0364624244869
hospital admissions,CZ,2025-11-19,2025-11-16,0.35,1,quantile,50.5500367318812
hospital admissions,CZ,2025-11-19,2025-11-16,0.4,1,quantile,53.6364400336409
hospital admissions,CZ,2025-11-19,2025-11-16,0.45,1,quantile,56.4999763283471
hospital admissions,CZ,2025-11-19,2025-11-16,0.5,1,quantile,58.8172437261105
hospital admissions,CZ,2025-11-19,2025-11-16,0.55,1,quantile,61.4918058855362
hospital admissions,CZ,2025-11-19,2025-11-16,0.6,1,quantile,64.0578332229125
hospital admissions,CZ,2025-11-19,2025-11-16,0.65,1,quantile,68.3688373420582
hospital admissions,CZ,2025-11-19,2025-11-16,0.7,1,quantile,72.8478685402993
hospital admissions,CZ,2025-11-19,2025-11-16,0.75,1,quantile,76.6805263498003
hospital admissions,CZ,2025-11-19,2025-11-16,0.8,1,quantile,81.481916322385
hospital admissions,CZ,2025-11-19,2025-11-16,0.85,1,quantile,86.6276018584613
hospital admissions,CZ,2025-11-19,2025-11-16,0.9,1,quantile,95.2320581366619
hospital admissions,CZ,2025-11-19,2025-11-16,0.95,1,quantile,107.873712095503
hospital admissions,CZ,2025-11-19,2025-11-16,0.975,1,quantile,117.971695968394
hospital admissions,CZ,2025-11-19,2025-11-16,0.99,1,quantile,132.915586469817
hospital admissions,CZ,2025-11-19,2025-11-23,0.01,2,quantile,16.5966994607572
hospital admissions,CZ,2025-11-19,2025-11-23,0.025,2,quantile,21.6710126107771
hospital admissions,CZ,2025-11-19,2025-11-23,0.05,2,quantile,25.7107952082999
hospital admissions,CZ,2025-11-19,2025-11-23,0.1,2,quantile,31.2578046058445
hospital admissions,CZ,2025-11-19,2025-11-23,0.15,2,quantile,34.4717955745801
hospital admissions,CZ,2025-11-19,2025-11-23,0.2,2,quantile,38.3817626372465
hospital admissions,CZ,2025-11-19,2025-11-23,0.25,2,quantile,42.1065009953881
hospital admissions,CZ,2025-11-19,2025-11-23,0.3,2,quantile,44.7123976793987
hospital admissions,CZ,2025-11-19,2025-11-23,0.35,2,quantile,48.3013111390601
hospital admissions,CZ,2025-11-19,2025-11-23,0.4,2,quantile,51.76633379491
hospital admissions,CZ,2025-11-19,2025-11-23,0.45,2,quantile,54.4064385832516
hospital admissions,CZ,2025-11-19,2025-11-23,0.5,2,quantile,59.0357289059392
hospital admissions,CZ,2025-11-19,2025-11-23,0.55,2,quantile,61.9841370563434
hospital admissions,CZ,2025-11-19,2025-11-23,0.6,2,quantile,66.8358237324823
hospital admissions,CZ,2025-11-19,2025-11-23,0.65,2,quantile,70.9202083449445
hospital admissions,CZ,2025-11-19,2025-11-23,0.7,2,quantile,75.5457729166159
hospital admissions,CZ,2025-11-19,2025-11-23,0.75,2,quantile,82.7295204453118
hospital admissions,CZ,2025-11-19,2025-11-23,0.8,2,quantile,89.6413959238479
hospital admissions,CZ,2025-11-19,2025-11-23,0.85,2,quantile,97.6568610976085
hospital admissions,CZ,2025-11-19,2025-11-23,0.9,2,quantile,108.925838447008
hospital admissions,CZ,2025-11-19,2025-11-23,0.95,2,quantile,125.827472330148
hospital admissions,CZ,2025-11-19,2025-11-23,0.975,2,quantile,138.810820052249
hospital admissions,CZ,2025-11-19,2025-11-23,0.99,2,quantile,176.839606598597
hospital admissions,CZ,2025-11-19,2025-11-30,0.01,3,quantile,16.5393996898783
hospital admissions,CZ,2025-11-19,2025-11-30,0.025,3,quantile,20.7166874466505
hospital admissions,CZ,2025-11-19,2025-11-30,0.05,3,quantile,24.8798075442358
hospital admissions,CZ,2025-11-19,2025-11-30,0.1,3,quantile,30.5819452963654
hospital admissions,CZ,2025-11-19,2025-11-30,0.15,3,quantile,34.7541903665551
hospital admissions,CZ,2025-11-19,2025-11-30,0.2,3,quantile,38.5242039182654
hospital admissions,CZ,2025-11-19,2025-11-30,0.25,3,quantile,41.695284452186
hospital admissions,CZ,2025-11-19,2025-11-30,0.3,3,quantile,45.4200968442502
hospital admissions,CZ,2025-11-19,2025-11-30,0.35,3,quantile,49.2557469359085
hospital admissions,CZ,2025-11-19,2025-11-30,0.4,3,quantile,53.2390258560034
hospital admissions,CZ,2025-11-19,2025-11-30,0.45,3,quantile,56.6872735164129
hospital admissions,CZ,2025-11-19,2025-11-30,0.5,3,quantile,60.7698994863897
hospital admissions,CZ,2025-11-19,2025-11-30,0.55,3,quantile,65.6314619524551
hospital admissions,CZ,2025-11-19,2025-11-30,0.6,3,quantile,70.6985068019991
hospital admissions,CZ,2025-11-19,2025-11-30,0.65,3,quantile,75.8278366838995
