"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2026-01-18,"LV",19,"0.01",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",21,"0.025",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",23,"0.05",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",26,"0.1",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",28,"0.15",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",30,"0.2",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",32,"0.25",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",33,"0.3",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",35,"0.35",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",36,"0.4",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",37,"0.45",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",39,"0.5",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",40,"0.55",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",41,"0.6",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",43,"0.65",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",44,"0.7",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",46,"0.75",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",48,"0.8",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",50,"0.85",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",53,"0.9",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",58,"0.95",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",62,"0.975",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"LV",66.0100000000002,"0.99",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",0,"0.01",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",0,"0.025",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",0,"0.05",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",0,"0.1",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",0,"0.15",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",0,"0.2",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",1,"0.25",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",1,"0.3",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",1,"0.35",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",1,"0.4",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",1,"0.45",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",1,"0.5",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",1,"0.55",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",2,"0.6",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",2,"0.65",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",2,"0.7",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",2,"0.75",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",2,"0.8",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",3,"0.85",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",3,"0.9",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",4,"0.95",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",4,"0.975",2026-01-28,"quantile","hospital admissions",0
2026-01-18,"MT",5,"0.99",2026-01-28,"quantile","hospital admissions",0
2026-01-25,"CZ",4,"0.01",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",5,"0.025",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",6,"0.05",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",8,"0.1",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",8,"0.15",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",9,"0.2",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",10,"0.25",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",11,"0.3",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",11,"0.35",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",12,"0.4",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",12,"0.45",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",13,"0.5",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",14,"0.55",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",14,"0.6",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",15,"0.65",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",16,"0.7",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",16,"0.75",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",17,"0.8",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",18,"0.85",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",20,"0.9",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",22,"0.95",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",23,"0.975",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"CZ",26,"0.99",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",6,"0.01",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",7,"0.025",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",8,"0.05",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",10,"0.1",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",11,"0.15",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",11,"0.2",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",12,"0.25",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",13,"0.3",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",13,"0.35",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",14,"0.4",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",14,"0.45",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",15,"0.5",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",15,"0.55",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",16,"0.6",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",16,"0.65",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",17,"0.7",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",18,"0.75",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",18,"0.8",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",19,"0.85",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",21,"0.9",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",22,"0.95",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",24,"0.975",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"EE",26,"0.99",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",17,"0.01",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",20,"0.025",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",22,"0.05",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",26,"0.1",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",29,"0.15",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",31,"0.2",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",33,"0.25",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",35,"0.3",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",36,"0.35",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",38,"0.4",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",40,"0.45",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",42,"0.5",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",43,"0.55",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",46,"0.6",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",48,"0.65",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",50,"0.7",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",52,"0.75",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",55,"0.8",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",58,"0.85",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",63,"0.9",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",69,"0.95",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",76,"0.975",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"LV",83,"0.99",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",0,"0.01",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",0,"0.025",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",0,"0.05",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",0,"0.1",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",0,"0.15",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",0,"0.2",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",0,"0.25",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",1,"0.3",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",1,"0.35",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",1,"0.4",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",1,"0.45",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",1,"0.5",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",1,"0.55",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",1,"0.6",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",2,"0.65",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",2,"0.7",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",2,"0.75",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",2,"0.8",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",2,"0.85",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",3,"0.9",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",3,"0.95",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",4,"0.975",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"MT",5,"0.99",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",8,"0.01",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",9,"0.025",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",11,"0.05",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",12,"0.1",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",14,"0.15",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",15,"0.2",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",15,"0.25",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",16,"0.3",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",17,"0.35",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",18,"0.4",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",18,"0.45",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",19,"0.5",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",20,"0.55",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",20,"0.6",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",21,"0.65",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",22,"0.7",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",23,"0.75",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",24,"0.8",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",25,"0.85",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",27,"0.9",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",29,"0.95",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",32,"0.975",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PL",34,"0.99",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",0,"0.01",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",0,"0.025",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",0,"0.05",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",1,"0.1",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",1,"0.15",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",1,"0.2",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",2,"0.25",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",2,"0.3",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",2,"0.35",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",2,"0.4",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",3,"0.45",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",3,"0.5",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",3,"0.55",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",3,"0.6",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",4,"0.65",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",4,"0.7",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",4,"0.75",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",5,"0.8",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",5,"0.85",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",6,"0.9",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",7,"0.95",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",8,"0.975",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"PT",9,"0.99",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",2,"0.01",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",3,"0.025",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",3,"0.05",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",4,"0.1",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",5,"0.15",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",5,"0.2",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",6,"0.25",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",6,"0.3",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",7,"0.35",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",7,"0.4",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",7,"0.45",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",8,"0.5",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",8,"0.55",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",9,"0.6",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",9,"0.65",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",9,"0.7",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",10,"0.75",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",10,"0.8",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",11,"0.85",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",12,"0.9",2026-01-28,"quantile","hospital admissions",1
2026-01-25,"SK",13,"0.95",2026-01-28,"quantile","hospital admissions",1
