"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-10-12,"GR",144.99,"0.01",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",164,"0.025",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",181,"0.05",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",205,"0.1",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",221,"0.15",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",232,"0.2",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",242,"0.25",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",251,"0.3",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",259,"0.35",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",268,"0.4",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",276,"0.45",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",284,"0.5",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",293,"0.55",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",300,"0.6",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",309,"0.65",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",318,"0.7",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",328,"0.75",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",340,"0.8",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",355,"0.85",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",373.1,"0.9",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",399,"0.95",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",425,"0.975",2025-10-29,"quantile","hospital admissions",-1
2025-10-12,"GR",458,"0.99",2025-10-29,"quantile","hospital admissions",-1
2025-10-19,"GR",149,"0.01",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",167,"0.025",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",185,"0.05",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",207,"0.1",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",222,"0.15",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",234,"0.2",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",243,"0.25",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",252.7,"0.3",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",261,"0.35",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",268,"0.4",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",277,"0.45",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",285,"0.5",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",294,"0.55",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",301,"0.6",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",310,"0.65",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",319,"0.7",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",328,"0.75",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",339,"0.8",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",353,"0.85",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",370,"0.9",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",397,"0.95",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",423.025,"0.975",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"GR",459.01,"0.99",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",31,"0.01",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",34,"0.025",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",36,"0.05",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",39,"0.1",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",41,"0.15",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",42,"0.2",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",44,"0.25",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",45,"0.3",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",46,"0.35",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",47,"0.4",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",48,"0.45",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",49,"0.5",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",50,"0.55",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",51,"0.6",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",52,"0.65",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",54,"0.7",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",55,"0.75",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",56,"0.8",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",58,"0.85",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",60,"0.9",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",63,"0.95",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",66,"0.975",2025-10-29,"quantile","hospital admissions",0
2025-10-19,"LV",71,"0.99",2025-10-29,"quantile","hospital admissions",0
2025-10-26,"CZ",83,"0.01",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",91,"0.025",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",98,"0.05",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",106,"0.1",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",112,"0.15",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",117,"0.2",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",121,"0.25",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",124,"0.3",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",128,"0.35",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",131,"0.4",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",134,"0.45",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",137.5,"0.5",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",141,"0.55",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",143,"0.6",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",146,"0.65",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",148,"0.7",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",151,"0.75",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",155,"0.8",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",159,"0.85",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",163,"0.9",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",171,"0.95",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",178,"0.975",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"CZ",186.01,"0.99",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",3,"0.01",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",4,"0.025",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",5,"0.05",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",6,"0.1",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",7,"0.15",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",8,"0.2",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",8,"0.25",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",9,"0.3",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",9,"0.35",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",9,"0.4",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",10,"0.45",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",10,"0.5",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",11,"0.55",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",11,"0.6",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",12,"0.65",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",13,"0.7",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",13,"0.75",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",14,"0.8",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",15,"0.85",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",16,"0.9",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",18,"0.95",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",19,"0.975",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"EE",21,"0.99",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",144,"0.01",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",165,"0.025",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",184,"0.05",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",206,"0.1",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",221,"0.15",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",234,"0.2",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",243,"0.25",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",251,"0.3",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",259,"0.35",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",267,"0.4",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",276,"0.45",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",284,"0.5",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",293.45,"0.55",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",302,"0.6",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",310,"0.65",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",319,"0.7",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",329,"0.75",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",341,"0.8",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",355,"0.85",2025-10-29,"quantile","hospital admissions",1
2025-10-26,"GR",374,"0.9",2025-10-29,"quantile","hospital admissions",1
