"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2026-01-18,"MT",0,"0.01",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",0,"0.025",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",0,"0.05",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",0,"0.1",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",0,"0.15",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",0,"0.2",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",0,"0.25",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",0,"0.3",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",1,"0.35",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",1,"0.4",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",1,"0.45",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",1,"0.5",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",1,"0.55",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",1,"0.6",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",1,"0.65",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",2,"0.7",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",2,"0.75",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",2,"0.8",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",2,"0.85",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",3,"0.9",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",3,"0.95",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",4,"0.975",2026-02-04,"quantile","hospital admissions",-1
2026-01-18,"MT",4,"0.99",2026-02-04,"quantile","hospital admissions",-1
2026-01-25,"CZ",5,"0.01",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",6,"0.025",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",7,"0.05",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",8,"0.1",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",9,"0.15",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",10,"0.2",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",10,"0.25",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",11,"0.3",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",12,"0.35",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",12,"0.4",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",13,"0.45",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",13,"0.5",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",14,"0.55",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",15,"0.6",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",15,"0.65",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",16,"0.7",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",17,"0.75",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",18,"0.8",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",19,"0.85",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",20,"0.9",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",22,"0.95",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",24,"0.975",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"CZ",26,"0.99",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",0,"0.01",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",0,"0.025",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",0,"0.05",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",0,"0.1",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",0,"0.15",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",0,"0.2",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",0,"0.25",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",0,"0.3",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",0,"0.35",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",1,"0.4",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",1,"0.45",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",1,"0.5",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",1,"0.55",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",1,"0.6",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",1,"0.65",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",1,"0.7",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",2,"0.75",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",2,"0.8",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",2,"0.85",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",2,"0.9",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",3,"0.95",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",3,"0.975",2026-02-04,"quantile","hospital admissions",0
2026-01-25,"MT",4,"0.99",2026-02-04,"quantile","hospital admissions",0
2026-02-01,"CZ",3,"0.01",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",4,"0.025",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",5,"0.05",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",6,"0.1",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",7,"0.15",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",7,"0.2",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",8,"0.25",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",9,"0.3",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",9,"0.35",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",10,"0.4",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",10,"0.45",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",11,"0.5",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",12,"0.55",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",12,"0.6",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",13,"0.65",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",14,"0.7",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",14,"0.75",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",15,"0.8",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",16,"0.85",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",17,"0.9",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",20,"0.95",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",22,"0.975",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"CZ",24,"0.99",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",9,"0.01",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",10,"0.025",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",11,"0.05",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",13,"0.1",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",14,"0.15",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",14,"0.2",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",15,"0.25",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",16,"0.3",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",17,"0.35",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",17,"0.4",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",18,"0.45",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",18,"0.5",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",19,"0.55",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",19,"0.6",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",20,"0.65",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",21,"0.7",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",22,"0.75",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",22,"0.8",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",23,"0.85",2026-02-04,"quantile","hospital admissions",1
2026-02-01,"EE",25,"0.9",2026-02-04,"quantile","hospital admissions",1
