"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-11-23,"GR",118,"0.01",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",135,"0.025",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",150,"0.05",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",170,"0.1",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",184,"0.15",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",194,"0.2",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",204,"0.25",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",213,"0.3",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",221,"0.35",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",230,"0.4",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",238,"0.45",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",246,"0.5",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",253,"0.55",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",262,"0.6",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",271,"0.65",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",283,"0.7",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",295,"0.75",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",308,"0.8",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",324,"0.85",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",344,"0.9",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",383,"0.95",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",418.025,"0.975",2025-12-10,"quantile","hospital admissions",-1
2025-11-23,"GR",463,"0.99",2025-12-10,"quantile","hospital admissions",-1
2025-11-30,"GR",105,"0.01",2025-12-10,"quantile","hospital admissions",0
2025-11-30,"GR",123,"0.025",2025-12-10,"quantile","hospital admissions",0
2025-11-30,"GR",137,"0.05",2025-12-10,"quantile","hospital admissions",0
2025-11-30,"GR",156,"0.1",2025-12-10,"quantile","hospital admissions",0
2025-11-30,"GR",169,"0.15",2025-12-10,"quantile","hospital admissions",0
2025-11-30,"GR",179,"0.2",2025-12-10,"quantile","hospital admissions",0
