"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2025-09-21,"GR",139,"0.01",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",156,"0.025",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",170,"0.05",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",189,"0.1",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",200,"0.15",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",211,"0.2",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",220,"0.25",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",229,"0.3",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",236,"0.35",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",244,"0.4",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",250,"0.45",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",258,"0.5",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",265,"0.55",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",272,"0.6",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",279,"0.65",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",288,"0.7",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",298,"0.75",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",308,"0.8",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",320,"0.85",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",333.1,"0.9",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",358,"0.95",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",383,"0.975",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"GR",406,"0.99",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",4,"0.01",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",5,"0.025",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",6,"0.05",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",7,"0.1",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",8,"0.15",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",8,"0.2",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",9,"0.25",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",10,"0.3",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",10,"0.35",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",11,"0.4",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",12,"0.45",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",12,"0.5",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",13,"0.55",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",13,"0.6",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",14,"0.65",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",15,"0.7",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",16,"0.75",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",17,"0.8",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",18,"0.85",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",19,"0.9",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",22,"0.95",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",24,"0.975",2025-10-08,"quantile","hospital admissions",-1
2025-09-21,"MT",27,"0.99",2025-10-08,"quantile","hospital admissions",-1
2025-09-28,"GR",142,"0.01",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",158,"0.025",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",175,"0.05",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",195,"0.1",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",209,"0.15",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",221,"0.2",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",230,"0.25",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",239,"0.3",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",247,"0.35",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",255,"0.4",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",262,"0.45",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",269,"0.5",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",276,"0.55",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",284,"0.6",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",292,"0.65",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",300,"0.7",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",310,"0.75",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",321,"0.8",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",334,"0.85",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",348,"0.9",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",375,"0.95",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",397.025,"0.975",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"GR",431,"0.99",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",2,"0.01",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",3,"0.025",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",4,"0.05",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",5,"0.1",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",6,"0.15",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",6,"0.2",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",7,"0.25",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",7,"0.3",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",8,"0.35",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",9,"0.4",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",9,"0.45",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",10,"0.5",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",10,"0.55",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",11,"0.6",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",11,"0.65",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",12,"0.7",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",13,"0.75",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",14,"0.8",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",15,"0.85",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",17,"0.9",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",19,"0.95",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",22,"0.975",2025-10-08,"quantile","hospital admissions",0
2025-09-28,"MT",25,"0.99",2025-10-08,"quantile","hospital admissions",0
2025-10-05,"CZ",43,"0.01",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",48,"0.025",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",53,"0.05",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",59,"0.1",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",63,"0.15",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",66,"0.2",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",69,"0.25",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",72,"0.3",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",75,"0.35",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",78,"0.4",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",80,"0.45",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",82,"0.5",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",84,"0.55",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",87,"0.6",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",89,"0.65",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",92,"0.7",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",94,"0.75",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",97,"0.8",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",100,"0.85",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",104,"0.9",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",110.05,"0.95",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",116,"0.975",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"CZ",122,"0.99",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",2.99,"0.01",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",3,"0.025",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",4,"0.05",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",5,"0.1",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",6,"0.15",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",6,"0.2",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",7,"0.25",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",8,"0.3",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",8,"0.35",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",8,"0.4",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",9,"0.45",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",9,"0.5",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",10,"0.55",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",10,"0.6",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",11,"0.65",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",11,"0.7",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",12,"0.75",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",13,"0.8",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",13,"0.85",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",15,"0.9",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",16,"0.95",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",18,"0.975",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"EE",20,"0.99",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",149,"0.01",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",165,"0.025",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",180,"0.05",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",203,"0.1",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",217,"0.15",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",227,"0.2",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",239,"0.25",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",248,"0.3",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",256,"0.35",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",263.6,"0.4",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",270,"0.45",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",278,"0.5",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",286,"0.55",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",295,"0.6",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",304,"0.65",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",313,"0.7",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",323,"0.75",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",334,"0.8",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",346,"0.85",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",363,"0.9",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",388,"0.95",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",411,"0.975",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"GR",438,"0.99",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",109,"0.01",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",114,"0.025",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",118,"0.05",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",123,"0.1",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",126,"0.15",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",129,"0.2",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",131,"0.25",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",134,"0.3",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",135,"0.35",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",137,"0.4",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",139,"0.45",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",141,"0.5",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",143,"0.55",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",145,"0.6",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",147,"0.65",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",149,"0.7",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",151,"0.75",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",154,"0.8",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",157,"0.85",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",162,"0.9",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",167,"0.95",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",172,"0.975",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"IE",177,"0.99",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",25,"0.01",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",28,"0.025",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",30,"0.05",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",33,"0.1",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",34,"0.15",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",36,"0.2",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",37,"0.25",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",38,"0.3",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",40,"0.35",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",41,"0.4",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",42,"0.45",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",43,"0.5",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",44,"0.55",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",45,"0.6",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",46,"0.65",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",47,"0.7",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",49,"0.75",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",50,"0.8",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",52,"0.85",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",54,"0.9",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",58,"0.95",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",61,"0.975",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"LV",65,"0.99",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",1,"0.01",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",2,"0.025",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",2,"0.05",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",3,"0.1",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",4,"0.15",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",5,"0.2",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",5,"0.25",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",6,"0.3",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",6,"0.35",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",7,"0.4",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",7,"0.45",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",8,"0.5",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",8,"0.55",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",9,"0.6",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",9,"0.65",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",10,"0.7",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",11,"0.75",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",12,"0.8",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",13,"0.85",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",14,"0.9",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",16,"0.95",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",18.0249999999996,"0.975",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"MT",21,"0.99",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",79,"0.01",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",84,"0.025",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",87,"0.05",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",92,"0.1",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",95,"0.15",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",98,"0.2",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",101,"0.25",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",104,"0.3",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",107,"0.35",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",110,"0.4",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",114,"0.45",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",118,"0.5",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",123,"0.55",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",128,"0.6",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",133,"0.65",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",137,"0.7",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",141,"0.75",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",144,"0.8",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",148,"0.85",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",153,"0.9",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",160,"0.95",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",166,"0.975",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PL",173,"0.99",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PT",0,"0.01",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PT",0,"0.025",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PT",0,"0.05",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PT",1,"0.1",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PT",2,"0.15",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PT",2,"0.2",2025-10-08,"quantile","hospital admissions",1
2025-10-05,"PT",2,"0.25",2025-10-08,"quantile","hospital admissions",1
