"target_end_date","location","value","output_type_id","origin_date","output_type","target","horizon"
2026-01-18,"CZ",4,"0.01",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",4,"0.025",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",5,"0.05",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",6,"0.1",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",7,"0.15",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",8,"0.2",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",8,"0.25",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",9,"0.3",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",9,"0.35",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",10,"0.4",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",10,"0.45",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",10,"0.5",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",11,"0.55",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",11,"0.6",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",12,"0.65",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",12,"0.7",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",13,"0.75",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",14,"0.8",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",15,"0.85",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",16,"0.9",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",17,"0.95",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",19,"0.975",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"CZ",21,"0.99",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",8,"0.01",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",9,"0.025",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",10,"0.05",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",11,"0.1",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",12,"0.15",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",13,"0.2",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",14,"0.25",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",14,"0.3",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",15,"0.35",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",15,"0.4",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",16,"0.45",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",16,"0.5",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",17,"0.55",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",17,"0.6",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",18,"0.65",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",19,"0.7",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",19,"0.75",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",20,"0.8",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",21,"0.85",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",22,"0.9",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",24,"0.95",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",26,"0.975",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"EE",28,"0.99",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",14,"0.01",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",16,"0.025",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",17.95,"0.05",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",20,"0.1",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",21,"0.15",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",22,"0.2",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",24,"0.25",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",24,"0.3",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",25,"0.35",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",26,"0.4",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",27,"0.45",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",28,"0.5",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",29,"0.55",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",30,"0.6",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",30,"0.65",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",32,"0.7",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",32,"0.75",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",34,"0.8",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",35,"0.85",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",37,"0.9",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",40,"0.95",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",42,"0.975",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"LV",45,"0.99",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",0,"0.01",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",0,"0.025",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",0,"0.05",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",0,"0.1",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",0,"0.15",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",0,"0.2",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",0,"0.25",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",0,"0.3",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",1,"0.35",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",1,"0.4",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",1,"0.45",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",1,"0.5",2026-01-21,"quantile","hospital admissions",1
2026-01-18,"MT",1,"0.55",2026-01-21,"quantile","hospital admissions",1
