origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.010,0.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.025,0.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.050,0.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.100,0.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.150,0.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.200,0.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.250,0.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.300,0.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.350,1.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.400,3.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.450,5.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.500,7.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.550,9.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.600,11.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.650,13.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.700,17.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.750,23.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.800,30.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.850,41.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.900,64.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.950,115.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.975,160.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,quantile,0.990,211.0
2026-02-25,hospital admissions,1,2026-02-22,CZ,median,,7.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.010,0.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.025,0.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.050,0.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.100,0.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.150,0.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.200,0.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.250,0.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.300,0.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.350,0.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.400,0.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.450,4.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.500,7.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.550,10.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.600,14.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.650,19.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.700,26.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.750,32.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.800,44.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.850,60.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.900,93.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.950,146.0
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.975,196.02499999999964
2026-02-25,hospital admissions,2,2026-03-01,CZ,quantile,0.990,239.01000000000022
2026-02-25,hospital admissions,2,2026-03-01,CZ,median,,7.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.010,0.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.025,0.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.050,0.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.100,0.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.150,0.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.200,0.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.250,0.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.300,0.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.350,0.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.400,0.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.450,3.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.500,7.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.550,12.0
2026-02-25,hospital admissions,3,2026-03-08,CZ,quantile,0.600,18.0
